relpath,filename,class,run,part,shot,code,width,height,hash,ahash,issues,valid,layout
Pass\250907_151900_A35W_20-1 [1024].bmp,250907_151900_A35W_20-1 [1024].bmp,Pass,250907_151900,20,1,1024,2448,2048,1063797a899e6232608f83ef0800f87f,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_20-2 [16384].bmp,250907_151900_A35W_20-2 [16384].bmp,Pass,250907_151900,20,2,16384,2448,2048,2c59d8d32ec3ee42b08eeee42219b0f1,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_20-3 [16].bmp,250907_151900_A35W_20-3 [16].bmp,Pass,250907_151900,20,3,16,2448,2048,6d23c6cffcec927fa3b863348eada035,0111100000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_21-1 [1024].bmp,250907_151900_A35W_21-1 [1024].bmp,Pass,250907_151900,21,1,1024,2448,2048,f4025a99ef5757f699230c9b90878683,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_21-2 [16384].bmp,250907_151900_A35W_21-2 [16384].bmp,Pass,250907_151900,21,2,16384,2448,2048,549cd8aa975ddbb8f4432581da91878a,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_21-3 [16].bmp,250907_151900_A35W_21-3 [16].bmp,Pass,250907_151900,21,3,16,2448,2048,d4c454261c86fbaa608a22739d71082e,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_22-1 [1024].bmp,250907_151900_A35W_22-1 [1024].bmp,Pass,250907_151900,22,1,1024,2448,2048,e790c34b27a2ac096e0e708f19c8dfc3,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_22-2 [16384].bmp,250907_151900_A35W_22-2 [16384].bmp,Pass,250907_151900,22,2,16384,2448,2048,04cd0f96cf3a498b0acb402c5c50ad48,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_22-3 [16].bmp,250907_151900_A35W_22-3 [16].bmp,Pass,250907_151900,22,3,16,2448,2048,93113462e21152ab27816a321e051b4a,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_23-1 [1024].bmp,250907_151900_A35W_23-1 [1024].bmp,Pass,250907_151900,23,1,1024,2448,2048,871cc7c22a4a066315c40ccc9888e1a5,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_23-3 [16].bmp,250907_151900_A35W_23-3 [16].bmp,Pass,250907_151900,23,3,16,2448,2048,f91d36327d15f03434bdc35127fe9197,0111100000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_24-1 [1024].bmp,250907_151900_A35W_24-1 [1024].bmp,Pass,250907_151900,24,1,1024,2448,2048,278a8bb4e8c66428236b2785af70da38,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_24-2 [16384].bmp,250907_151900_A35W_24-2 [16384].bmp,Pass,250907_151900,24,2,16384,2448,2048,3bda12dd385012063c2451073ef17cca,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_24-3 [16].bmp,250907_151900_A35W_24-3 [16].bmp,Pass,250907_151900,24,3,16,2448,2048,a105ab7690090113b7458036dd2b6775,0111000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_25-1 [1024].bmp,250907_151900_A35W_25-1 [1024].bmp,Pass,250907_151900,25,1,1024,2448,2048,da34ecb70bd7ec87e7365d14d3bfe702,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_25-2 [16384].bmp,250907_151900_A35W_25-2 [16384].bmp,Pass,250907_151900,25,2,16384,2448,2048,7a386b25c5575471610ab7630cca79d2,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_25-3 [16].bmp,250907_151900_A35W_25-3 [16].bmp,Pass,250907_151900,25,3,16,2448,2048,e637a352217d3eebaaeb7d269a31b95c,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_26-1 [1024].bmp,250907_151900_A35W_26-1 [1024].bmp,Pass,250907_151900,26,1,1024,2448,2048,4a370d88ed3c067848366a7c35ffab4a,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_26-2 [16384].bmp,250907_151900_A35W_26-2 [16384].bmp,Pass,250907_151900,26,2,16384,2448,2048,fc23e7668bc846bd48b3b194e65c8a08,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_26-3 [16].bmp,250907_151900_A35W_26-3 [16].bmp,Pass,250907_151900,26,3,16,2448,2048,31c49cf2496aa17d95fd0eec11a98e60,0100000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_27-1 [1024].bmp,250907_151900_A35W_27-1 [1024].bmp,Pass,250907_151900,27,1,1024,2448,2048,a915331a2164581de59fb13c501b5d52,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_27-2 [16384].bmp,250907_151900_A35W_27-2 [16384].bmp,Pass,250907_151900,27,2,16384,2448,2048,8579409f9672d428ee636d476a868a4f,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_27-3 [262144].bmp,250907_151900_A35W_27-3 [262144].bmp,Pass,250907_151900,27,3,262144,2448,2048,f886a2f174c4a9f325aaf8de32077b64,0000000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_28-1 [1024].bmp,250907_151900_A35W_28-1 [1024].bmp,Pass,250907_151900,28,1,1024,2448,2048,61dc94bcda021debadef291398986ca6,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_28-2 [16384].bmp,250907_151900_A35W_28-2 [16384].bmp,Pass,250907_151900,28,2,16384,2448,2048,2528984981b3c1e5356037fa313eadbd,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_28-3 [16].bmp,250907_151900_A35W_28-3 [16].bmp,Pass,250907_151900,28,3,16,2448,2048,a9186006a2d2c43b969bd36b8e1e8e15,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_29-3 [16].bmp,250907_151900_A35W_29-3 [16].bmp,Pass,250907_151900,29,3,16,2448,2048,91a12763daa562f9f60e7accf40aeb81,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_3-1 [1024].bmp,250907_151900_A35W_3-1 [1024].bmp,Pass,250907_151900,3,1,1024,2448,2048,bc84d310e6cf4a3ed99511971b4d5f51,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_3-2 [16384].bmp,250907_151900_A35W_3-2 [16384].bmp,Pass,250907_151900,3,2,16384,2448,2048,19ff966d25d4d7903ca662463b877303,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_3-3 [16].bmp,250907_151900_A35W_3-3 [16].bmp,Pass,250907_151900,3,3,16,2448,2048,e03b084b16401549a8cc7e1a2deb3a27,0110000000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_30-2 [16384].bmp,250907_151900_A35W_30-2 [16384].bmp,Pass,250907_151900,30,2,16384,2448,2048,1969a09fc1647b2499ae9066c18af285,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_4-1 [1024].bmp,250907_151900_A35W_4-1 [1024].bmp,Pass,250907_151900,4,1,1024,2448,2048,866e69fadf1f26881bacbc46e649ec9e,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_4-2 [16384].bmp,250907_151900_A35W_4-2 [16384].bmp,Pass,250907_151900,4,2,16384,2448,2048,c4c1f1f383f2e5f6044882145f839823,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_4-3 [16].bmp,250907_151900_A35W_4-3 [16].bmp,Pass,250907_151900,4,3,16,2448,2048,47ac719b416d4a553eb77239ebd5a29f,0100000000000000010000001111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_6-2 [16384].bmp,250907_151900_A35W_6-2 [16384].bmp,Pass,250907_151900,6,2,16384,2448,2048,603713e96f60b32def6feb7c94f8fb53,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_6-3 [16].bmp,250907_151900_A35W_6-3 [16].bmp,Pass,250907_151900,6,3,16,2448,2048,137e281031ea61ea0d4c946faedd28ed,0100000000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_7-2 [16384].bmp,250907_151900_A35W_7-2 [16384].bmp,Pass,250907_151900,7,2,16384,2448,2048,0cc900dcc8b9bb60def2e47e8c2f3642,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_8-2 [16384].bmp,250907_151900_A35W_8-2 [16384].bmp,Pass,250907_151900,8,2,16384,2448,2048,16ed285fea79dd1361f4b45daee65c3b,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_8-3 [16].bmp,250907_151900_A35W_8-3 [16].bmp,Pass,250907_151900,8,3,16,2448,2048,11c4b9eb268d50dc2bdf43b325aa6a0e,0110000000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_9-1 [1024].bmp,250907_151900_A35W_9-1 [1024].bmp,Pass,250907_151900,9,1,1024,2448,2048,d9a9f8f63c811ab00255f0a689a17888,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_9-2 [16384].bmp,250907_151900_A35W_9-2 [16384].bmp,Pass,250907_151900,9,2,16384,2448,2048,553a3823ba30b539da74662f389f6ca2,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_9-3 [16].bmp,250907_151900_A35W_9-3 [16].bmp,Pass,250907_151900,9,3,16,2448,2048,0614d935a715737b2c82d0630b39d2ea,0100000000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\250907_154203_A35W_1-2 [16384].bmp,250907_154203_A35W_1-2 [16384].bmp,Pass,250907_154203,1,2,16384,2448,2048,5cec13ccedd6a50523498d6c96effdc0,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_1-3 [16].bmp,250907_154203_A35W_1-3 [16].bmp,Pass,250907_154203,1,3,16,2448,2048,4ca162b9090a71b0af2a2de27687d1f6,0000000000000000011110001111111011111110011111100000000000000000,,True,L0
Pass\250907_154203_A35W_10-2 [16384].bmp,250907_154203_A35W_10-2 [16384].bmp,Pass,250907_154203,10,2,16384,2448,2048,782a23c71587b1a0e13ccb96beedf2b2,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_10-3 [16].bmp,250907_154203_A35W_10-3 [16].bmp,Pass,250907_154203,10,3,16,2448,2048,fa6e73bdd65c1a6d0773ef703bdb4986,0000000000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\250907_154203_A35W_11-1 [1024].bmp,250907_154203_A35W_11-1 [1024].bmp,Pass,250907_154203,11,1,1024,2448,2048,6da0c2e5306fe4eac9c1c0d6d0862a18,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_11-3 [16].bmp,250907_154203_A35W_11-3 [16].bmp,Pass,250907_154203,11,3,16,2448,2048,67c65428aa4a70f084ef94b5b18a71e9,0110000000000000011110001111111011111110011111100000000000000000,,True,L0
Pass\250907_154203_A35W_12-1 [1024].bmp,250907_154203_A35W_12-1 [1024].bmp,Pass,250907_154203,12,1,1024,2448,2048,99544b1f279f862bdd20a760c09ccec5,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_12-2 [16384].bmp,250907_154203_A35W_12-2 [16384].bmp,Pass,250907_154203,12,2,16384,2448,2048,95bdc867c85296fa8e02adb0aa7339bd,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_12-3 [16].bmp,250907_154203_A35W_12-3 [16].bmp,Pass,250907_154203,12,3,16,2448,2048,f90acffe58a862b1216a430994f13059,0000000000000000010000001111111011111110011111100000000000000000,,True,L0
Pass\250907_154203_A35W_13-1 [1024].bmp,250907_154203_A35W_13-1 [1024].bmp,Pass,250907_154203,13,1,1024,2448,2048,738d0e237723ef84f89149cc5fa2456f,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_13-2 [16].bmp,250907_154203_A35W_13-2 [16].bmp,Pass,250907_154203,13,2,16,2448,2048,75705f6a24329e5e46ee01fde365bf8c,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_14-3 [16].bmp,250907_154203_A35W_14-3 [16].bmp,Pass,250907_154203,14,3,16,2448,2048,db901c45520da0d34b7e37108d5c33cc,0000000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250907_154203_A35W_15-1 [1024].bmp,250907_154203_A35W_15-1 [1024].bmp,Pass,250907_154203,15,1,1024,2448,2048,848e9d0c1c1ec7a74d1c79dbbc2ccb77,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_15-2 [16384].bmp,250907_154203_A35W_15-2 [16384].bmp,Pass,250907_154203,15,2,16384,2448,2048,d1899d2597683a5f8909ba5f75b59a48,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_16-1 [1024].bmp,250907_154203_A35W_16-1 [1024].bmp,Pass,250907_154203,16,1,1024,2448,2048,7105434f2ad4e98b61b2be977dc77054,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_16-3 [16].bmp,250907_154203_A35W_16-3 [16].bmp,Pass,250907_154203,16,3,16,2448,2048,e3e623053e0b98fed718a99afdd9e366,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250907_154203_A35W_17-2 [16384].bmp,250907_154203_A35W_17-2 [16384].bmp,Pass,250907_154203,17,2,16384,2448,2048,6f783377add449c5362a393aa0b413f6,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_18-1 [1024].bmp,250907_154203_A35W_18-1 [1024].bmp,Pass,250907_154203,18,1,1024,2448,2048,7dfe4a89efde4c6113e8d7a77b2acdf2,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_19-1 [1024].bmp,250907_154203_A35W_19-1 [1024].bmp,Pass,250907_154203,19,1,1024,2448,2048,efd6dd434a8efe65deaa932796390048,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_19-2 [16384].bmp,250907_154203_A35W_19-2 [16384].bmp,Pass,250907_154203,19,2,16384,2448,2048,e78961c28e0d4d889214f50eec568c5e,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_19-3 [16].bmp,250907_154203_A35W_19-3 [16].bmp,Pass,250907_154203,19,3,16,2448,2048,53aeed06e30913f8577ad6ba90ff71db,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250907_154203_A35W_2-1 [1024].bmp,250907_154203_A35W_2-1 [1024].bmp,Pass,250907_154203,2,1,1024,2448,2048,3711fab58b8a0ac1b570678f3020e294,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_2-2 [16384].bmp,250907_154203_A35W_2-2 [16384].bmp,Pass,250907_154203,2,2,16384,2448,2048,5b968359f2109a95768c433bc6f49126,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_2-3 [16].bmp,250907_154203_A35W_2-3 [16].bmp,Pass,250907_154203,2,3,16,2448,2048,bc4cf1c180c70b9efe24e50c1cea779e,0000000000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\250907_154203_A35W_20-2 [16384].bmp,250907_154203_A35W_20-2 [16384].bmp,Pass,250907_154203,20,2,16384,2448,2048,725c1a43d5a8ec5a017bb4956f1d49a3,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_20-3 [16].bmp,250907_154203_A35W_20-3 [16].bmp,Pass,250907_154203,20,3,16,2448,2048,2fc7aa925dca33f0351ff4baa6cd0a18,0111100000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250907_154203_A35W_22-1 [1024].bmp,250907_154203_A35W_22-1 [1024].bmp,Pass,250907_154203,22,1,1024,2448,2048,01894c3e02a72dc8142ccba3b958af8b,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_22-3 [16].bmp,250907_154203_A35W_22-3 [16].bmp,Pass,250907_154203,22,3,16,2448,2048,7c9cab6ae6e319e348b27ae0982e63da,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250907_154203_A35W_23-1 [1024].bmp,250907_154203_A35W_23-1 [1024].bmp,Pass,250907_154203,23,1,1024,2448,2048,c1e09e4650bd6343d3d05bbbc989e7dd,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_23-3 [16].bmp,250907_154203_A35W_23-3 [16].bmp,Pass,250907_154203,23,3,16,2448,2048,bb4bae86dfd9d6b4f86b493ef9bf56d1,0100000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250907_154203_A35W_24-1 [1024].bmp,250907_154203_A35W_24-1 [1024].bmp,Pass,250907_154203,24,1,1024,2448,2048,fb309811ff19cb2d41800ea1d3634b16,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_25-1 [1024].bmp,250907_154203_A35W_25-1 [1024].bmp,Pass,250907_154203,25,1,1024,2448,2048,a427325ca156c2b209118e4a36d4e1bf,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_25-2 [16384].bmp,250907_154203_A35W_25-2 [16384].bmp,Pass,250907_154203,25,2,16384,2448,2048,ec9c05720e21d58d0f70f031207db90c,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_25-3 [16].bmp,250907_154203_A35W_25-3 [16].bmp,Pass,250907_154203,25,3,16,2448,2048,d701336a6c0bed83869ef69fb3e4a822,0111000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250907_154203_A35W_27-1 [1024].bmp,250907_154203_A35W_27-1 [1024].bmp,Pass,250907_154203,27,1,1024,2448,2048,f3dda1e729df5e98024610c796cb1bbd,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_27-2 [16384].bmp,250907_154203_A35W_27-2 [16384].bmp,Pass,250907_154203,27,2,16384,2448,2048,5738091cce10a4730a369dca0a577fd0,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_28-1 [1024].bmp,250907_154203_A35W_28-1 [1024].bmp,Pass,250907_154203,28,1,1024,2448,2048,2980cb364b1eedeccfc7c7b31da63aa3,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_29-1 [1024].bmp,250907_154203_A35W_29-1 [1024].bmp,Pass,250907_154203,29,1,1024,2448,2048,077a8edbc110eb3e3497d2eeb0dd74f0,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_29-2 [16384].bmp,250907_154203_A35W_29-2 [16384].bmp,Pass,250907_154203,29,2,16384,2448,2048,ca247aba03647b184a9ce9e02e8b7d4c,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_29-3 [262144].bmp,250907_154203_A35W_29-3 [262144].bmp,Pass,250907_154203,29,3,262144,2448,2048,0de8e36b16d4772881e370d7a40a25c3,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250907_154203_A35W_3-1 [1024].bmp,250907_154203_A35W_3-1 [1024].bmp,Pass,250907_154203,3,1,1024,2448,2048,98ff7f06ffda3286777fab25bab07a94,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_3-3 [16].bmp,250907_154203_A35W_3-3 [16].bmp,Pass,250907_154203,3,3,16,2448,2048,dcd4a8c7853cef8450866996982be82a,0000000000000000011110101111111011111110011111100000000000000000,,True,L0
Pass\250907_154203_A35W_5-2 [16384].bmp,250907_154203_A35W_5-2 [16384].bmp,Pass,250907_154203,5,2,16384,2448,2048,bfb4fa2f6f88c9f1045f90af2a87995c,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_5-3 [16].bmp,250907_154203_A35W_5-3 [16].bmp,Pass,250907_154203,5,3,16,2448,2048,882482656764074586654c24c3cc893d,0110000000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\250907_154203_A35W_6-2 [16384].bmp,250907_154203_A35W_6-2 [16384].bmp,Pass,250907_154203,6,2,16384,2448,2048,e9bbf2792f318aee4940b504c7407a5b,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_6-3 [16].bmp,250907_154203_A35W_6-3 [16].bmp,Pass,250907_154203,6,3,16,2448,2048,0b4822476ccc8a2686ae8bc649ae88cd,0100000000000000011110001111111011111110011111100000000000000000,,True,L0
Pass\250907_154203_A35W_7-2 [16].bmp,250907_154203_A35W_7-2 [16].bmp,Pass,250907_154203,7,2,16,2448,2048,72e9b1c4fcf4eb6939502eb84dc6b715,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_7-3 [16].bmp,250907_154203_A35W_7-3 [16].bmp,Pass,250907_154203,7,3,16,2448,2048,3d50301d405d4a0a3b9dfcb770aa067b,0000000000000000011010001111111011111110011111100000000000000000,,True,L0
